Id,Title,Instrument,Total Runs,Total Spots,Total Bases,Total Size,Submitter,Center,Contact,Experiment,Study,Organism,Sample,Library Strategy,Library Source,Library Selection,Library Layout,Bioproject,Biosample,Run Accession,Run Spots,Run Bases,Create Date,Update Date
20182336,RNA-Seq of sorghum leaf,Illumina HiSeq 1500,1,31727720,9483988744,2831033402,SRA1375529,Southwest university,Daixiang Xu,SRX14246209,SRP360883,Sorghum bicolor,SRS12066409,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA809121,SAMN26143439,,,,2022/02/23,2022/02/22
20182335,RNA-Seq of sorghum leaf,Illumina HiSeq 1500,1,23343384,6976869932,2185342935,SRA1375529,Southwest university,Daixiang Xu,SRX14246208,SRP360883,Sorghum bicolor,SRS12066408,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA809121,SAMN26143438,,,,2022/02/23,2022/02/22
20182334,RNA-Seq of sorghum leaf,Illumina HiSeq 1500,1,30786533,4598025996,1453957007,SRA1375529,Southwest university,Daixiang Xu,SRX14246207,SRP360883,Sorghum bicolor,SRS12066407,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA809121,SAMN26143436,,,,2022/02/23,2022/02/22
20182333,RNA-Seq of sorghum leaf,Illumina HiSeq 1500,1,28798562,8603266034,2672352322,SRA1375529,Southwest university,Daixiang Xu,SRX14246206,SRP360883,Sorghum bicolor,SRS12066406,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA809121,SAMN26143435,,,,2022/02/23,2022/02/22
20182332,RNA-Seq of sorghum leaf,Illumina HiSeq 1500,1,24259520,7260787370,2296149353,SRA1375529,Southwest university,Daixiang Xu,SRX14246205,SRP360883,Sorghum bicolor,SRS12066405,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA809121,SAMN26143434,,,,2022/02/23,2022/02/22
20182331,RNA-Seq of sorghum leaf,Illumina HiSeq 1500,1,27059264,4039708899,1237324876,SRA1375529,Southwest university,Daixiang Xu,SRX14246204,SRP360883,Sorghum bicolor,SRS12066404,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA809121,SAMN26143433,,,,2022/02/23,2022/02/22
20182330,RNA-Seq of sorghum leaf,Illumina HiSeq 1500,1,31307236,9348774402,2908287560,SRA1375529,Southwest university,Daixiang Xu,SRX14246203,SRP360883,Sorghum bicolor,SRS12066403,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA809121,SAMN26143432,,,,2022/02/23,2022/02/22
20182329,RNA-Seq of sorghum leaf,Illumina HiSeq 1500,1,29816196,8916266852,2769099430,SRA1375529,Southwest university,Daixiang Xu,SRX14246202,SRP360883,Sorghum bicolor,SRS12066402,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA809121,SAMN26143430,,,,2022/02/23,2022/02/22
20182328,RNA-Seq of sorghum leaf,Illumina HiSeq 1500,1,29683843,8847745050,2754119471,SRA1375529,Southwest university,Daixiang Xu,SRX14246201,SRP360883,Sorghum bicolor,SRS12066401,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA809121,SAMN26143431,,,,2022/02/23,2022/02/22
18656833,RNA-Seq of Sorghum bicolor: biological replicate 2 in stem under severe-drought-stressed treatment,Illumina HiSeq 2500,1,8149371,2037342750,773385307,SRA1346773,"Maize Research Institute, Beijing Academy of Agric",Miaoyi Zhou,SRX13465006,SRP351850,Sorghum bicolor,SRS11362371,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA791237,SAMN24271453,,,,2021/12/21,2021/12/21
18656832,RNA-Seq of Sorghum bicolor: biological replicate 1 in stem under severe-drought-stressed treatment,Illumina HiSeq 2500,1,8596834,2149208500,817449839,SRA1346773,"Maize Research Institute, Beijing Academy of Agric",Miaoyi Zhou,SRX13465005,SRP351850,Sorghum bicolor,SRS11362369,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA791237,SAMN24271452,,,,2021/12/21,2021/12/21
18656831,RNA-Seq of Sorghum bicolor: biological replicate 2 in leaf under severe-drought-stressed treatment,Illumina HiSeq 2500,1,9739258,2434814500,900465455,SRA1346773,"Maize Research Institute, Beijing Academy of Agric",Miaoyi Zhou,SRX13465004,SRP351850,Sorghum bicolor,SRS11362370,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA791237,SAMN24271451,,,,2021/12/21,2021/12/21
18656830,RNA-Seq of Sorghum bicolor: biological replicate 1 in leaf under severe-drought-stressed treatment,Illumina HiSeq 2500,1,9809202,2452300500,928202407,SRA1346773,"Maize Research Institute, Beijing Academy of Agric",Miaoyi Zhou,SRX13465003,SRP351850,Sorghum bicolor,SRS11362368,RNA-Seq,TRANSCRIPTOMIC,PCR,PAIRED,PRJNA791237,SAMN24271450,,,,2021/12/21,2021/12/21
15017434,GSM5406972: CO2E_4; Sorghum bicolor; RNA-Seq,Illumina HiSeq 2500,1,13606814,2721124829,1782901298,SRA1251955,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11248339,SRP325969,Sorghum bicolor,SRS9294876,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA742236,SAMN19945309,,,,2021/07/01,2021/06/29
15017433,GSM5406971: CO2E_3; Sorghum bicolor; RNA-Seq,Illumina HiSeq 2500,1,12288856,2453451966,1605874072,SRA1251955,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11248338,SRP325969,Sorghum bicolor,SRS9294875,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA742236,SAMN19945310,,,,2021/07/01,2021/06/29
15017432,GSM5406970: CO2E_2; Sorghum bicolor; RNA-Seq,Illumina HiSeq 2500,1,13967548,2793599577,1824510660,SRA1251955,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11248337,SRP325969,Sorghum bicolor,SRS9294874,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA742236,SAMN19945311,,,,2021/07/01,2021/06/29
15017431,GSM5406969: CO2E_1; Sorghum bicolor; RNA-Seq,Illumina HiSeq 2500,1,15449068,3091417641,2023549249,SRA1251955,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11248336,SRP325969,Sorghum bicolor,SRS9294873,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA742236,SAMN19945312,,,,2021/07/01,2021/06/29
15017430,GSM5406968: CO2A_4; Sorghum bicolor; RNA-Seq,Illumina HiSeq 2500,1,14165576,2833594377,1847383423,SRA1251955,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11248335,SRP325969,Sorghum bicolor,SRS9294872,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA742236,SAMN19945313,,,,2021/07/01,2021/06/29
15017429,GSM5406967: CO2A_3; Sorghum bicolor; RNA-Seq,Illumina HiSeq 2500,1,14171292,2835495039,1855374416,SRA1251955,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11248334,SRP325969,Sorghum bicolor,SRS9294871,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA742236,SAMN19945314,,,,2021/07/01,2021/06/29
15017428,GSM5406966: CO2A_2; Sorghum bicolor; RNA-Seq,Illumina HiSeq 2500,1,10321987,2059276192,1355581795,SRA1251955,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11248333,SRP325969,Sorghum bicolor,SRS9294870,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA742236,SAMN19945315,,,,2021/07/01,2021/06/29
15017427,GSM5406965: CO2A_1; Sorghum bicolor; RNA-Seq,Illumina HiSeq 2500,1,14423579,2883578643,1883431279,SRA1251955,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11248332,SRP325969,Sorghum bicolor,SRS9294869,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA742236,SAMN19945316,,,,2021/07/01,2021/06/29
15006628,GSM5402965: SS-T3-R22; Sorghum bicolor; RNA-Seq,Illumina Genome Analyzer,1,38905598,7781119600,2815049073,SRA1251012,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11238352,SRP325794,Sorghum bicolor,SRS9284836,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA741806,SAMN19905459,,,,2024/01/01,2021/06/27
15006627,GSM5402964: SS-T3-R11; Sorghum bicolor; RNA-Seq,Illumina Genome Analyzer,1,27672890,5534578000,2076900742,SRA1251012,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11238351,SRP325794,Sorghum bicolor,SRS9284835,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA741806,SAMN19905460,,,,2024/01/01,2021/06/27
15006626,GSM5402963: SS-T2-R21; Sorghum bicolor; RNA-Seq,Illumina Genome Analyzer,1,37755414,7551082800,2887231476,SRA1251012,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11238350,SRP325794,Sorghum bicolor,SRS9284834,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA741806,SAMN19905461,,,,2024/01/01,2021/06/27
15006625,GSM5402962: SS-T2-R11; Sorghum bicolor; RNA-Seq,Illumina Genome Analyzer,1,43286397,8657279400,3207678536,SRA1251012,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11238349,SRP325794,Sorghum bicolor,SRS9284833,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA741806,SAMN19905462,,,,2024/01/01,2021/06/27
15006624,GSM5402961: SS-T1-R21; Sorghum bicolor; RNA-Seq,Illumina Genome Analyzer,1,34238816,6847763200,2505291604,SRA1251012,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11238348,SRP325794,Sorghum bicolor,SRS9284832,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA741806,SAMN19905463,,,,2024/01/01,2021/06/27
15006623,GSM5402960: SS-T1-R11; Sorghum bicolor; RNA-Seq,Illumina Genome Analyzer,1,36580707,7316141400,2662050056,SRA1251012,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11238347,SRP325794,Sorghum bicolor,SRS9284830,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA741806,SAMN19905464,,,,2024/01/01,2021/06/27
14919316,GSM5394245: GR-T3-R21; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,37096571,7419314200,2716821330,SRA1248755,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11189847,SRP324901,Sorghum bicolor,SRS9245918,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA739713,SAMN19798608,,,,2024/01/01,2021/06/21
14919315,GSM5394244: GR-T3-R11; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,35199696,7039939200,2612828026,SRA1248755,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11189846,SRP324901,Sorghum bicolor,SRS9245917,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA739713,SAMN19798609,,,,2024/01/01,2021/06/21
14919314,GSM5394243: GR-T2-R21; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,33641456,6728291200,2491609964,SRA1248755,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11189845,SRP324901,Sorghum bicolor,SRS9245916,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA739713,SAMN19798610,,,,2024/01/01,2021/06/21
14919313,GSM5394242: GR-T2-R11; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,50916486,10183297200,3694116772,SRA1248755,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11189844,SRP324901,Sorghum bicolor,SRS9245915,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA739713,SAMN19798597,,,,2024/01/01,2021/06/21
14919312,GSM5394241: GR-T1-R21; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,36747318,7349463600,2723491348,SRA1248755,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11189843,SRP324901,Sorghum bicolor,SRS9245914,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA739713,SAMN19798600,,,,2024/01/01,2021/06/21
14919311,GSM5394240: GR-T1-R11; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,16660165,3332033000,1350975451,SRA1248755,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX11189842,SRP324901,Sorghum bicolor,SRS9245913,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA739713,SAMN19798601,,,,2024/01/01,2021/06/21
11797505,GSM4769351: Sorghum leaves-drought and heat small RNA library; Sorghum bicolor; ncRNA-Seq,Illumina HiSeq 2000,1,138942945,7086090195,4497817622,SRA1121500,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX9078369,SRP280149,Sorghum bicolor,SRS7325349,ncRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,PRJNA661564,SAMN16063294,,,,2022/01/01,2020/09/04
11797504,GSM4769350: Sorghum leaves-heat small RNA library; Sorghum bicolor; ncRNA-Seq,Illumina HiSeq 2000,1,139807701,7130192751,4616108387,SRA1121500,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX9078368,SRP280149,Sorghum bicolor,SRS7325348,ncRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,PRJNA661564,SAMN16063295,,,,2022/01/01,2020/09/04
11797503,GSM4769349: Sorghum leaves-drought small RNA library; Sorghum bicolor; ncRNA-Seq,Illumina HiSeq 2000,1,136004884,6936249084,4493120896,SRA1121500,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX9078367,SRP280149,Sorghum bicolor,SRS7325347,ncRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,PRJNA661564,SAMN16063296,,,,2022/01/01,2020/09/04
11797502,GSM4769348: Sorghum leaves-control small RNA library; Sorghum bicolor; ncRNA-Seq,Illumina HiSeq 2000,1,132549406,6760019706,4400971240,SRA1121500,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX9078366,SRP280149,Sorghum bicolor,SRS7325346,ncRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,PRJNA661564,SAMN16063297,,,,2022/01/01,2020/09/04
11797439,GSM4769327: Sorghum leaves-drought degradome; Sorghum bicolor; ncRNA-Seq,Illumina HiSeq 2500,1,24146034,1231447734,606226137,SRA1121497,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX9078303,SRP280145,Sorghum bicolor,SRS7325307,ncRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,PRJNA661562,SAMN16063246,,,,2022/01/01,2020/09/04
11797438,GSM4769326: Sorghum leaves-control degradome; Sorghum bicolor; ncRNA-Seq,Illumina HiSeq 2500,1,21615790,1102405290,555606662,SRA1121497,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX9078302,SRP280145,Sorghum bicolor,SRS7325306,ncRNA-Seq,TRANSCRIPTOMIC,size fractionation,SINGLE,PRJNA661562,SAMN16063235,,,,2022/01/01,2020/09/04
11488492,GSM4697167: CSS-T3-R21; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,35736544,7147308800,2590878250,SRA1104104,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX8832126,SRP273743,Sorghum bicolor,SRS7096311,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA648951,SAMN15651932,,,,2024/01/01,2020/07/27
11488491,GSM4697166: CSS-T3-R11; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,33491549,6698309800,2434664056,SRA1104104,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX8832125,SRP273743,Sorghum bicolor,SRS7096310,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA648951,SAMN15651933,,,,2024/01/01,2020/07/27
11488490,GSM4697165: CSS-T2-R21; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,32014249,6402849800,2461582525,SRA1104104,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX8832124,SRP273743,Sorghum bicolor,SRS7096309,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA648951,SAMN15651934,,,,2024/01/01,2020/07/27
11488489,GSM4697164: CSS-T2-R11; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,36414284,7282856800,2763785128,SRA1104104,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX8832123,SRP273743,Sorghum bicolor,SRS7096308,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA648951,SAMN15651935,,,,2024/01/01,2020/07/27
11488488,GSM4697163: CSS-T1-R21; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,31706339,6341267800,2350291416,SRA1104104,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX8832122,SRP273743,Sorghum bicolor,SRS7096307,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA648951,SAMN15651936,,,,2024/01/01,2020/07/27
11488487,GSM4697162: CSS-T1-R11; Sorghum bicolor; RNA-Seq,Illumina HiSeq 4000,1,34984208,5165889183,2060279025,SRA1104104,GEO,"Gene Expression Omnibus (GEO), NCBI, NLM, NIH, htt",SRX8832121,SRP273743,Sorghum bicolor,SRS7096305,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,PRJNA648951,SAMN15651937,,,,2024/01/01,2020/07/27
11177970,RNA-Seq of sorghum bicolor,Illumina HiSeq 2500,1,68482659,13696531800,9516127363,SRA1090021,"University ofAgricultural SCiences,Dharwad",SANDEEP RAJANIKANT KADAM,SRX8599967,SRP268382,Sorghum bicolor,SRS6890422,RNA-Seq,TRANSCRIPTOMIC,RANDOM PCR,PAIRED,PRJNA641225,SAMN15347127,,,,2020/07/31,2020/06/23
9303613,Sorghum bicolor 25,Illumina HiSeq 2000,1,56176540,5673830540,1880986822,SRA987592,Colorado State University,Fahad Ullah,SRX7077704,SRP227627,Sorghum bicolor,SRS5593516,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164663,,,,2020/06/01,2019/10/31
9303612,Sorghum bicolor 24,Illumina HiSeq 2000,1,67321502,6799471702,2358536465,SRA987592,Colorado State University,Fahad Ullah,SRX7077703,SRP227627,Sorghum bicolor,SRS5593515,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164662,,,,2020/06/01,2019/10/31
9303611,Sorghum bicolor 23,Illumina HiSeq 2000,1,69758589,7045617489,2433135160,SRA987592,Colorado State University,Fahad Ullah,SRX7077702,SRP227627,Sorghum bicolor,SRS5593514,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164661,,,,2020/06/01,2019/10/31
9303610,Sorghum bicolor 22,Illumina HiSeq 2000,1,60634064,6124040464,2116215744,SRA987592,Colorado State University,Fahad Ullah,SRX7077701,SRP227627,Sorghum bicolor,SRS5593513,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164660,,,,2020/06/01,2019/10/31
9303609,Sorghum bicolor 21,Illumina HiSeq 2000,1,65669704,6632640104,2289435328,SRA987592,Colorado State University,Fahad Ullah,SRX7077700,SRP227627,Sorghum bicolor,SRS5593512,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164659,,,,2020/06/01,2019/10/31
9303608,Sorghum bicolor 3,Illumina HiSeq 2000,1,64496987,6514195687,2204892209,SRA987592,Colorado State University,Fahad Ullah,SRX7077699,SRP227627,Sorghum bicolor,SRS5593511,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164641,,,,2020/06/01,2019/10/31
9303607,Sorghum bicolor 20,Illumina HiSeq 2000,1,60165287,6076693987,2074662537,SRA987592,Colorado State University,Fahad Ullah,SRX7077698,SRP227627,Sorghum bicolor,SRS5593510,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164658,,,,2020/06/01,2019/10/31
9303606,Sorghum bicolor 19,Illumina HiSeq 2000,1,63245326,6387777926,2175611169,SRA987592,Colorado State University,Fahad Ullah,SRX7077697,SRP227627,Sorghum bicolor,SRS5593509,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164657,,,,2020/06/01,2019/10/31
9303605,Sorghum bicolor 18,Illumina HiSeq 2000,1,69959392,7065898592,2409208906,SRA987592,Colorado State University,Fahad Ullah,SRX7077696,SRP227627,Sorghum bicolor,SRS5593508,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164656,,,,2020/06/01,2019/10/31
9303604,Sorghum bicolor 17,Illumina HiSeq 2000,1,61687973,6230485273,2125366096,SRA987592,Colorado State University,Fahad Ullah,SRX7077695,SRP227627,Sorghum bicolor,SRS5593507,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164655,,,,2020/06/01,2019/10/31
9303603,Sorghum bicolor 16,Illumina HiSeq 2000,1,74737856,7473785600,5424741331,SRA987592,Colorado State University,Fahad Ullah,SRX7077694,SRP227627,Sorghum bicolor,SRS5593506,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164654,,,,2020/06/01,2019/10/31
9303602,Sorghum bicolor 15,Illumina HiSeq 2000,1,99921071,9992107100,7254656816,SRA987592,Colorado State University,Fahad Ullah,SRX7077693,SRP227627,Sorghum bicolor,SRS5593505,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164653,,,,2020/06/01,2019/10/31
9303601,Sorghum bicolor 14,Illumina HiSeq 2000,1,109847109,10984710900,7969491861,SRA987592,Colorado State University,Fahad Ullah,SRX7077692,SRP227627,Sorghum bicolor,SRS5593504,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164652,,,,2020/06/01,2019/10/31
9303600,Sorghum bicolor 13,Illumina HiSeq 2000,1,100647508,10064750800,7287633519,SRA987592,Colorado State University,Fahad Ullah,SRX7077691,SRP227627,Sorghum bicolor,SRS5593503,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164651,,,,2020/06/01,2019/10/31
9303599,Sorghum bicolor 12,Illumina HiSeq 2000,1,68159327,6884092027,2385071816,SRA987592,Colorado State University,Fahad Ullah,SRX7077690,SRP227627,Sorghum bicolor,SRS5593502,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164650,,,,2020/06/01,2019/10/31
9303598,Sorghum bicolor 11,Illumina HiSeq 2000,1,72494013,7321895313,2547380800,SRA987592,Colorado State University,Fahad Ullah,SRX7077689,SRP227627,Sorghum bicolor,SRS5593501,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164649,,,,2020/06/01,2019/10/31
9303597,Sorghum bicolor 10,Illumina HiSeq 2000,1,71505412,7222046612,2512946090,SRA987592,Colorado State University,Fahad Ullah,SRX7077688,SRP227627,Sorghum bicolor,SRS5593500,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164648,,,,2020/06/01,2019/10/31
9303596,Sorghum bicolor 9,Illumina HiSeq 2000,1,57833945,5841228445,2048391257,SRA987592,Colorado State University,Fahad Ullah,SRX7077687,SRP227627,Sorghum bicolor,SRS5593499,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164647,,,,2020/06/01,2019/10/31
9303595,Sorghum bicolor 8,Illumina HiSeq 2000,1,67563755,6823939255,2367395719,SRA987592,Colorado State University,Fahad Ullah,SRX7077686,SRP227627,Sorghum bicolor,SRS5593498,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164646,,,,2020/06/01,2019/10/31
9303594,Sorghum bicolor 7,Illumina HiSeq 2000,1,63301223,6393423523,2210189122,SRA987592,Colorado State University,Fahad Ullah,SRX7077685,SRP227627,Sorghum bicolor,SRS5593497,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164645,,,,2020/06/01,2019/10/31
9303593,Sorghum bicolor 6,Illumina HiSeq 2000,1,63032153,6366247453,2199546057,SRA987592,Colorado State University,Fahad Ullah,SRX7077684,SRP227627,Sorghum bicolor,SRS5593496,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164644,,,,2020/06/01,2019/10/31
9303592,Sorghum bicolor 5,Illumina HiSeq 2000,1,67295927,6796888627,2355138598,SRA987592,Colorado State University,Fahad Ullah,SRX7077683,SRP227627,Sorghum bicolor,SRS5593495,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164643,,,,2020/06/01,2019/10/31
9303591,Sorghum bicolor 32,Illumina HiSeq 2000,1,56255733,5681829033,1869299860,SRA987592,Colorado State University,Fahad Ullah,SRX7077682,SRP227627,Sorghum bicolor,SRS5593494,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164670,,,,2020/06/01,2019/10/31
9303590,Sorghum bicolor 31,Illumina HiSeq 2000,1,54688726,5523561326,1835646446,SRA987592,Colorado State University,Fahad Ullah,SRX7077681,SRP227627,Sorghum bicolor,SRS5593493,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164669,,,,2020/06/01,2019/10/31
9303589,Sorghum bicolor 4,Illumina HiSeq 2000,1,61128425,6173970925,2090535879,SRA987592,Colorado State University,Fahad Ullah,SRX7077680,SRP227627,Sorghum bicolor,SRS5593492,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164642,,,,2020/06/01,2019/10/31
9303588,Sorghum bicolor 30,Illumina HiSeq 2000,1,62174373,6279611673,2079652499,SRA987592,Colorado State University,Fahad Ullah,SRX7077679,SRP227627,Sorghum bicolor,SRS5593491,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164668,,,,2020/06/01,2019/10/31
9303587,Sorghum bicolor 29,Illumina HiSeq 2000,1,60664201,6127084301,2023851393,SRA987592,Colorado State University,Fahad Ullah,SRX7077678,SRP227627,Sorghum bicolor,SRS5593490,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164667,,,,2020/06/01,2019/10/31
9303586,Sorghum bicolor 28,Illumina HiSeq 2000,1,60108373,6070945673,1997551547,SRA987592,Colorado State University,Fahad Ullah,SRX7077677,SRP227627,Sorghum bicolor,SRS5593489,RNA-Seq,TRANSCRIPTOMIC,PCR,SINGLE,PRJNA585370,SAMN13164666,,,,2020/06/01,2019/10/31
